Twitter Userid,Cluster Label
26873441,0
749203531488460800,3
613089895,0
718992770950635520,3
818929141944877057,3
1022496374,3
315362939,0
2772962941,3
30805637,3
454954630,3
725652445536378880,3
853413517,3
1156320912,3
207359636,3
27659925,1
226496156,2
299241117,1
613551782,3
2815299240,3
262016684,3
181276336,3
151129779,0
2972866505,3
15077049,2
250220227,3
2521435845,3
710036307179905024,3
134221512,3
234622669,0
2434535118,3
3039432399,3
21237456,3
4732004297,3
2350649052,3
24514271,3
4172943083,3
788776883533914112,3
15925887,0
1114640124,1
531238654,3
4405071616,3
22810370,3
23727877,0
342888210,0
263065363,0
611192601,3
48762650,3
70651677,3
820760346008793088,3
881154012,3
3345354538,0
2596671277,1
794489730389786624,3
173150004,3
19140411,3
492834623,0
156897088,0
111542923,3
710151214864793600,3
117182280,0
560467785,1
448401230,3
3298955090,3
2952531799,0
286265178,3
3361214307,3
576458598,3
3016363883,0
781991921166065664,3
323227501,0
258609008,0
39300414,3
16387961,3
799965930151440384,3
102240124,0
335155074,3
278925187,3
1091964805,0
244977545,2
463867792,3
168955795,1
2459570068,0
4854124443,3
933498781,3
237000688,2
151916450,3
713805498546409472,3
142479275,3
258627570,3
33427374,3
816888202384523264,3
2977566649,3
1117654974,0
3326087104,3
139857867,3
2229276620,3
70782935,3
522719195,3
744711104224432128,3
178261981,3
3225685982,0
74584032,2
727102434800111616,3
816653654409248768,3
1226575850,0
3065516013,3
67830440,3
1056182258,0
15208439,3
781086348631347200,3
789165829258481665,3
707771294024994818,3
820737322002026499,3
788245983121379332,3
728757877293322245,3
819025469605548038,3
509743111,3
705809876069519368,3
64619180,0
605687818,3
191107086,3
2827358223,3
819623828095725569,3
2348683285,0
126488598,3
12718122,0
81661999,3
2990411827,0
1075580984,2
2548568124,3
114561089,1
101060684,1
113905741,3
3687321678,2
98701398,1
410408975,3
50073693,3
29757534,0
457857040,3
816029865652719616,3
2339115113,3
335548522,3
524816493,2
705564782,2
815144662981742593,3
348084246,0
243929223,0
2897219722,3
34345099,3
2853310604,0
597954701,3
82186382,3
268570767,3
4263383185,0
633082002,0
1369182355,3
134877333,0
146167833,3
84804292,3
38539421,3
20688240,3
119410851,0
1355026604,3
308809901,3
2335969459,3
339480761,2
389157053,3
584061119,3
2397835456,3
320475332,1
16257222,3
58462407,3
3258978506,1
810520469686235136,3
710829156624420864,1
2560102607,3
1637617872,3
236214307,3
558633172,2
22024405,3
3061715160,3
458363097,3
23728347,2
373053477,3
1880756448,2
198054116,0
2316439790,3
1463030000,3
403968243,0
2164658420,3
22548728,3
706695755592044545,2
562958587,3
2557743356,3
771946606333747200,3
771723052606513152,3
817180658816716801,3
37097745,3
2970751258,3
153227552,3
121373404,3
67375406,3
1566576950,3
2575175992,3
140120378,3
2521698620,3
895095104,0
393613634,3
55316809,2
3265532234,3
731844484972064768,1
470946124,0
1257745806,3
778199594928865280,3
3060291641,3
4252766553,0
1328568378,3
761105955446632449,3
459149667,3
115085669,3
3158315368,3
54530416,3
46242241,3
491524469,3
1000083830,0
620561130,0
501354879,3
2961183106,3
450892164,3
1535381893,3
181277062,1
3309441418,3
103027097,2
3122139548,3
2348920218,3
3250327968,3
17388399,3
289219452,3
4693168555,0
869011886,3
465965490,3
799074070209777664,3
383652303,3
109187536,0
325325266,2
385094099,0
42078692,3
17437160,0
932975083,1
2928677357,1
217977326,3
52564463,3
268571122,0
4623962615,3
353767928,3
66982394,0
784090153337978880,3
1111757312,3
36180488,3
322834953,3
200806923,3
276435469,3
774744053514547201,3
2472854425,3
4633137682,3
794466125463646208,3
1582043676,3
1340871217,3
1700663863,3
1454772792,3
2826179132,3
64885314,2
1562907204,3
2859209289,1
3434877514,0
2993820240,3
49549908,3
67113559,3
8262232,1
260706913,3
430314083,0
707244573555236864,3
3201962601,0
1260786283,3
2769945362,3
3367506543,3
844501620,2
1594757760,0
28709505,1
127668868,0
740514860425957376,3
3020034695,3
819383811809181697,3
47321750,0
19272346,3
333451931,3
793924501264285701,3
339874463,0
725024167444238337,3
26350255,1
4000846512,3
29758132,3
14291645,3
3496411936,3
2968785605,3
751821734500761600,3
259920588,3
517165263,3
181015247,3
2486571731,3
65230969,3
2375815897,3
2575926943,3
506419323,3
234685222,1
717714282838958080,3
2969965289,3
299504366,3
702633702669557760,3
167645942,3
3362788091,3
714238704190038017,3
741307408820097028,3
4428403455,0
187892523,0
3588887302,3
23728903,0
587731720,3
3327005462,3
131470103,2
344331033,3
2409632538,0
192025372,3
618140445,0
713180918178058240,0
57283359,1
42603297,3
16388898,3
45093670,0
2574582577,2
2213942056,3
24777516,3
21238575,2
101716784,0
48108337,3
15078196,3
1077941046,2
3332117303,3
541987642,3
2342523709,0
32510783,2
902173508,0
18223943,1
3430945612,0
153752397,3
2928153422,3
27661137,1
404032537,3
354554710,3
1498682204,0
3191214945,1
2582778726,3
481301353,3
283251564,0
2915832694,3
178525052,2
179835774,3
773942735229386754,3
2633896846,3
987239316,3
3065621998,3
897192859,3
223613852,2
2227088880,3
725090455336144896,3
821069333979799552,3
232919983,3
4499706807,3
40375228,3
186691061,3
755897281,1
35918786,3
2725385155,3
987763657,2
1301025738,3
175117259,3
12587982,0
704855762137432064,0
240915410,3
760700947832139776,3
595596246,3
613684183,3
1223431135,1
775431623261220865,3
21631981,0
14816238,0
14816243,3
24253430,1
205412521,3
2497057784,3
3934393338,3
2462716923,0
460854268,3
2891715581,3
166597634,3
512234499,3
184292356,3
244585479,2
2461061508,3
51909646,3
463213586,3
76289043,3
815544125772754944,3
65803294,2
5151,3
786830467068637184,3
46142498,3
107090979,2
150344740,3
23204907,0
411833389,3
1577718830,3
2178155357,3
2310149168,3
118756403,3
357438516,0
716116535337574400,0
527963192,2
256119866,3
594154559,0
19038210,2
720440502433087488,3
82056263,3
552473674,3
4851766347,3
11408462,3
341054543,0
74191953,3
196669822,3
3231716439,3
773488019076550656,3
979506265,3
1730942042,3
2952402011,0
796743428717547520,3
723914028960104449,0
353244263,3
2920551528,3
238818410,3
422188140,2
44438649,3
40113278,3
1641944197,2
35132551,1
455742604,3
787354770,0
50966041,0
203691172,3
17175717,0
84939942,2
25826472,3
796439446761734144,3
929961134,3
193467567,3
476583089,3
2937328818,0
1657981051,1
787685940152131584,3
4513862840,3
254284985,2
428872890,3
3347453115,3
4084925301,3
24253642,0
546444491,0
733067547860295681,3
802010225196810241,3
565974236,0
24642427,3
821110853130944512,3
776710550143184896,3
34084078,3
4429059312,1
2552632562,3
811594444482842624,3
733329383293751296,3
2842694921,3
1330517262,3
758910918864449537,3
3497268500,0
502404373,0
140776726,3
155325723,2
3120698652,3
817030918330322944,3
776051196582690816,3
707663137,3
4636546343,0
2391414056,1
709422402,3
23205168,2
4738389299,3
48889123,3
4797371715,0
772019527,3
1544164680,0
2609648975,3
508040529,3
23598422,3
15603033,3
192025951,1
4715713892,3
521672037,1
472515473,3
118756712,3
787714041863032832,3
92149105,0
3360953717,3
2437682550,3
2617530602,3
131863936,0
4320138625,3
4370994562,3
387659445,2
422974854,1
97496641,3
790101705140514817,3
37754257,3
2280920468,3
147675374,0
783844396332613632,3
82449826,3
50398107,3
394794404,0
706124585926660096,3
110761391,3
2312508853,3
431101366,0
26351035,2
84940229,0
513519180,0
27792843,3
3964671436,3
43783629,1
216798672,3
3821671889,3
766318102577577985,0
255333852,3
193730015,2
2732568144,1
1902777828,0
3125155301,3
796136934,3
35132909,3
819147819974008832,3
33035765,3
14418857,3
4835644921,3
4785051140,3
1914705414,3
901518859,0
2510951952,1
525211153,3
22418965,3
820882097833394176,3
273683993,2
1371149850,1
1004279323,3
544495879,3
567416367,2
2689734194,3
2906789441,3
218895938,3
45749837,1
15603281,0
213128788,0
221779541,1
16782935,3
2901022306,0
718149222,3
779761595421433856,3
3961263736,3
384439929,0
625219194,0
17176190,3
637015681,2
26351237,2
3284670086,3
565057161,3
19404430,3
23991952,1
227808915,3
209519556,1
409212580,1
3100645031,3
27661996,2
267392688,3
797106797274349568,3
2835748534,2
3065648823,3
456660666,1
701698843952312320,3
1322784444,3
370677437,3
243799742,3
1334056639,3
24516292,3
2905085637,3
848434886,0
50337491,0
466491093,3
2253784016,1
2957645538,3
2656966375,3
1012668140,3
4203480018,3
2555778799,0
3316127472,3
619714291,3
186914548,2
1398464959,3
426120956,3
202643200,0
43390722,0
396760835,0
281810694,3
741707560516886528,3
329389839,3
24314939,3
24647442,1
435558163,0
584324884,3
112465688,2
741238959230095360,3
1630017312,3
41424677,3
546838312,3
257038122,0
401714823,3
999036722,1
151000885,3
442767163,3
602150720,1
176953154,3
351541060,3
3287947080,3
4272270988,0
399251275,3
594155345,0
821110737833721857,3
1482823513,3
51517275,3
3078231906,0
149296998,2
135403367,3
387716970,3
43390827,3
258873196,0
834672494,2
174069619,1
619714423,0
19535737,0
3930462077,3
56891263,0
2838763394,3
17962883,3
2477266820,3
2949257100,0
617093009,0
2861438869,3
84323993,2
535959456,0
788818416542945280,3
17542812,0
440539052,3
706659727820791808,3
543168435,3
76421050,0
486807484,3
2663258045,3
205789121,1
2337544130,2
1298334710,3
361371590,3
16390087,1
560338888,1
25302986,3
27006923,3
15996880,0
259135444,1
184162264,0
22654629,2
24380411,0
282597350,3
1271179832,0
273684458,1
870324204,3
71309295,3
68294646,1
32643068,3
24647678,3
736587911768903681,3
348264459,1
971905038,3
34740242,3
309527555,3
244979734,2
812020840304902144,3
17307676,3
2595100706,3
784710831938342912,3
2149845752,0
119448397,3
471472168,3
902174761,3
21239850,3
707159644167282688,3
72095801,0
587487583,3
218503228,0
2920421441,3
779368255832064000,3
1479940170,0
2828277842,1
772755193536450560,3
2550536281,3
314841178,3
1935415388,3
1373941434,3
3011778654,0
456792159,3
170137711,0
799608443355144192,3
39196787,0
186319892,0
313006206,3
441063551,3
39458945,3
2482509960,3
20535660,3
729016282343841792,3
3989182606,0
3159890071,3
34609316,1
3018370758,3
23992488,3
816632578061074432,3
59119789,3
103684273,0
16914610,3
242489523,3
59119800,1
740013379348205569,3
2880182460,3
1662261439,3
35133640,3
1090656458,0
2591955150,3
293476561,3
701496494084513792,3
1090001113,3
2210928860,3
2417367261,3
2723289311,3
411048162,3
2996312291,3
61348070,3
20977896,3
1884035306,3
70911015,3
727874254528634881,0
4091549943,3
516075220,3
634020982,3
896538882,0
285350149,3
809036775599521793,3
819569180924116992,3
62527760,3
60643715,3
805708326168391680,3
2563997628,1
618535194,3
2228361500,3
169875741,1
49289506,0
128456995,3
23468324,3
369760554,3
3740932397,3
88480047,0
11409712,0
206444851,0
14293310,2
739493768475213824,3
2416580928,3
754276033096978432,3
62194742,0
3391363402,3
15533111,3
2477660495,3
2391939410,0
199978171,0
791452603007795201,3
1901467993,0
49551708,0
122296669,3
1191713118,0
4297655355,1
2204899684,0
3436927377,3
29235560,3
593238377,3
16275858,1
627972467,3
630462836,0
18225526,0
4912295657,3
1856117113,3
138942846,0
3172997512,0
816335091358171136,3
18618770,0
4095875479,3
17040452,2
2528647578,3
2903775647,3
763189825566609408,3
413407657,0
2994870698,3
321395123,3
14948789,0
1384274335,3
325065149,0
796085258676502528,3
170400197,1
930486728,0
339352009,3
702141586663149569,3
29798136,1
3908573653,3
606738903,0
361241049,0
3001293279,3
721123233949474816,3
34085351,0
736500204,3
328079858,3
768953220815212544,3
9574902,0
17046008,3
974365879,3
184162816,3
104339970,3
47061507,3
392960517,3
38765891,3
1372854800,3
330477315,0
585243156,3
806872153597636608,3
387062297,2
950016540,0
294525471,3
2693667365,2
71582720,0
718722675695165440,3
36575786,0
745650604668751872,3
50469437,3
372775487,3
68915999,3
712302562196586496,0
2830506567,2
15080010,0
2253658700,3
342104655,3
314448468,3
755599700930232321,3
246028889,3
2838370906,3
818900048893317120,3
29645242,3
1212422755,3
818231049515835392,3
820854866843226112,3
32512628,0
3301726655,0
2670598782,3
811080320,3
743316098,3
19012228,1
224795269,1
795421940974571520,3
128981646,3
64887442,3
636754581,0
376052375,3
107354780,1
2962889373,3
15866527,0
66853536,3
1345198753,0
798399749942628353,3
820790831854526464,3
565713577,0
3339066026,3
3340196295,3
419175089,3
752641863199264769,3
99883702,1
2405833401,3
193075900,1
758516694180438017,0
2322078398,3
16784064,3
819933287149948930,3
705130019278950401,3
137894605,3
2296388303,3
362683088,3
154540753,0
2864323282,0
548936406,3
1053432535,1
797561475493666817,3
385751778,3
40901349,3
4503640812,3
14686957,3
574233327,0
14424817,3
3142589177,3
1625561851,3
805179079955795972,3
296753921,3
53937281,0
1244535560,3
3089636107,3
48372492,3
319167247,3
1307581202,3
3921287957,0
624565016,3
820336951706472453,3
334898602,3
3284933408,0
2316180260,0
227236316,3
108141354,2
74062637,2
1384258351,3
22682422,0
4896201527,1
801628889218949121,3
30939968,3
512236354,1
2181307208,3
882776911,3
475274067,3
52042582,3
1650989911,3
4827388761,0
759022356228665344,3
816624243173625856,3
317594462,2
3246851216,3
148511586,3
3514964837,3
814520358879526912,3
3312065387,3
2901416823,2
2347899770,1
784079742,1
578952065,3
284826501,3
4693564297,3
2595101580,3
64494480,3
801534390295810057,3
22551445,0
346299289,3
2239896474,3
80747421,3
1059199903,3
716460776563847168,3
1705909160,3
791197416955543552,3
110014280,1
2748455860,3
43129783,3
4731837368,3
52173753,3
2304121786,3
2920160187,3
49421244,3
2669288382,3
790538613821837312,3
66460612,0
285219783,3
717364182,1
3065387991,0
185736156,3
282467295,3
76684259,0
2513050596,0
95951845,3
812693627017265152,3
711998196860329984,3
22944753,0
622861300,3
183376886,3
457055223,0
813882497368887296,3
43167573,3
140385288,0
26062679,0
1316625426,3
3894680596,3
37624854,3
845765124,3
368712732,1
235674653,3
2451315745,3
21371939,2
17701924,0
3092519973,3
473439271,3
2389449774,3
471342135,2
1442819935,3
1384913983,0
