Twitter Userid,Cluster Label
514884959,0
79856992,3
21923170,3
219841895,3
2946569788,3
57836906,2
14189931,1
2867496302,3
2769978735,0
820624775542349824,3
72648050,0
412648819,3
719619445,3
1734772086,3
2505475448,1
796785161295663104,3
35292538,0
464815485,3
435848574,3
17728895,3
27035009,3
3164505474,3
15762819,0
35423622,0
12748182,1
27952538,3
759032861353775104,0
761608497716920320,3
391153057,0
2893186468,0
13534632,0
306087337,0
1008108973,0
1023051186,3
1969522099,3
392988084,3
777519169054965761,3
14845366,3
21923256,3
1520993732,1
1599374790,3
4182803914,3
486579685,3
144206754,1
512525774,0
195069395,0
32277975,3
401638876,1
382371295,3
2239268327,3
3159262698,3
19957231,3
3288892912,3
1555334641,0
50759157,0
3101853177,0
780174847,0
138970628,3
161646085,3
278300169,1
3257304586,3
95295063,3
17991180,3
128222736,3
24938002,3
363234835,3
761448648160915458,3
58623522,3
30049827,1
1537771044,0
788407356463775744,3
631932457,3
2281029895,0
2887026221,3
2464319023,2
419989053,3
2764867135,3
637175361,3
2201519683,2
1944880712,3
764902480358408194,3
532579918,3
19039823,0
707284769286049792,3
896042587,3
50103901,3
2533394024,3
4925982318,3
1617856111,3
261260926,3
1671202434,3
464815748,3
376997510,3
1326876295,3
4818634379,3
1635157651,0
3421537949,3
1335264926,3
539578062,0
99124898,2
3135733161,3
814480691383730176,3
109610668,1
4260005553,0
2890434229,3
807627218654359552,3
1561888446,0
314083012,3
3128198860,3
48137936,3
160263118,3
1648133851,1
4580738786,3
36341481,3
42108650,0
29263597,2
818680515234557952,3
4492134135,3
4144924408,3
173704961,3
3316811522,0
137500289,3
271353609,3
35948299,3
25200399,3
342525713,3
303335188,0
2644805400,3
164792090,0
75400987,1
34375453,3
3028846366,3
139444528,1
1969260324,3
288130860,3
1658095405,2
59148079,3
30181171,0
63866676,0
184846136,3
15501113,3
67667771,0
2798815036,3
46696255,3
41584448,3
122745455,3
28346181,1
217614150,3
213288775,3
105940808,3
33195853,1
819777552017289217,3
220890962,3
28608340,0
1222149974,3
18122583,2
61245278,1
151196705,3
346720096,3
109610849,2
344754026,3
105147367,0
287344497,1
3656550262,3
806166647929241601,3
586057593,1
4716136316,3
3882649469,3
755664769,3
3193472900,3
436111239,2
338724744,0
32671625,3
3288762250,3
89425805,0
83658638,3
938248081,3
1274840978,1
838109077,2
2424473497,3
3323496347,3
767758582964228096,3
791705701894590464,0
113798129,0
1942521770,0
3242967367,3
2215413678,0
282232756,3
1853261750,2
741696643272040448,3
167151550,3
25806599,3
2755430349,3
775454662564671489,3
1385240227,3
3013904342,3
769140739645116416,3
2904197086,3
105940959,3
1033930723,0
1687586796,0
2748745716,0
207259639,3
19171320,1
15501305,2
1188071419,3
1865189378,3
806745957937266689,3
4885612552,3
112494601,3
97421326,0
702283429832863744,3
804138179007627264,3
4624910361,3
18122781,3
185370654,0
3180103713,2
729814361057923072,3
393644074,3
1169983532,3
108431413,2
2497873975,0
19433528,3
49711167,3
34883,3
4740909126,3
4195271009,3
288393288,3
80906313,3
242911306,3
2923202635,3
3044968526,3
51152977,3
1103792210,2
285116500,3
768214123213647874,3
104339132,3
4840130667,3
126446610,3
988317806,3
35424376,3
73173117,3
41846912,3
734719494526930944,3
2268891276,3
894506690,2
537168014,3
3003287695,3
20103534,3
2186341825,3
71571140,3
2726201499,3
2523695260,0
1555240645,2
3307505826,3
40070171,3
817720890477580289,3
2785577131,3
66226351,1
128259784,1
732962939439812609,0
3105261757,3
1124108478,3
815130387370283010,3
800464143346040832,3
2279901382,3
2165475542,0
726049498355654656,3
280135897,0
89426140,0
243435745,3
203852004,1
799269904948035584,3
2539292910,3
790969968536018945,3
571115761,3
42895605,1
3698006836,3
2463926520,0
81168640,3
4153830443,3
15501576,1
4443506955,3
722155373755514880,3
817003756629856261,3
3104082207,3
2425653536,3
403343655,3
909543720,3
2274806603,3
864192812,3
859736365,3
2870118706,3
1666877748,3
75008309,3
24807737,1
286820666,0
320506171,3
2245298492,0
736133211877572608,3
316180801,3
712387182422528002,3
281315673,3
230146447,0
819560489902546945,3
741274082050609153,3
151292268,3
3129379181,3
3012462963,1
976652664,0
441878906,3
3430582660,1
2836171142,3
1473153416,3
238586249,1
528910730,3
566659476,3
388532629,2
777437448011976704,3
1074992880,3
49318307,3
39881125,0
35668033,3
3120859567,3
2761591217,3
1311410612,3
17678750,3
820980686328856576,3
2202438080,3
20351425,0
16026053,0
465471946,3
50498002,1
169525667,1
2975893972,3
723711825410293761,3
31361503,1
60852707,3
787190268848066560,3
2901969397,0
15239674,3
545294843,3
3381823996,3
24807933,3
812094373949272064,3
1449822720,3
26774034,1
483953171,1
18123284,3
175402073,3
29395481,0
4125606319,3
2323941923,3
1636329667,3
707203777313382400,3
820457003080355840,3
167799902,3
61639222,3
23235130,3
309889598,0
50104896,3
211585611,3
2266139215,3
430738001,0
784499095872372737,3
32279133,1
2328136286,3
766743605251670016,3
1319406181,3
152865383,3
2231274090,3
416312423,2
1227131503,3
24545904,3
820602254881411072,3
418810485,0
188465599,1
17205884,3
6326912,2
160467586,2
52202115,3
2676001412,3
3131643670,3
164530822,3
188662210,3
2536016527,0
1385466516,3
818577419833634817,3
169511575,3
718872765349109760,3
52464298,0
801718929462886400,3
129010351,2
138840755,3
635079348,3
758024888,0
771015851663171585,3
430213822,0
198740671,0
22579909,1
265718472,3
2904015308,3
68717270,3
92441303,0
4474047194,3
65702625,1
427330274,0
2278460131,3
1626245863,3
740174974808391680,3
2414250732,3
176720621,3
760648122603282432,3
124685042,0
4262816894,3
36080377,0
1490848514,0
146311939,3
242441558,3
1961528072,3
797818894069223425,3
44206860,3
1435965229,3
390761238,3
3100150554,2
26381083,0
863537954,3
536251174,3
412912426,1
421795634,0
2228914994,3
2475985716,3
4278618935,3
809741849602695169,3
2347141952,3
170691394,1
4690185032,3
475302731,1
11176782,0
2293926736,3
151161683,0
40143701,3
804404998578798593,3
758808959218094080,3
812747969019703296,3
1281002336,3
601189520,3
3241053027,3
467045220,3
2350549862,0
2846657385,3
17992555,1
176065392,3
3130690419,3
91261817,3
1128172410,0
2953874301,3
1908575102,0
129534849,3
3469904773,1
127757463,0
220760974,3
14453647,3
40536976,3
505449362,0
2281081754,3
25594780,1
827362212,3
2313325477,3
928943016,0
55340188,3
17206186,3
595233708,2
2729348017,0
819950462552211456,3
236066633,3
3377499072,3
2737212353,3
769245164309090304,3
131632068,3
236620743,3
935234504,3
3116796879,0
2337049554,3
750707159877292032,3
812430268011253760,3
1229753312,2
1596913699,3
32803810,3
24546276,0
1134857190,0
753294476068712449,3
2424246793,3
1214417917,1
209226761,0
15647235,3
61115414,3
842828827,3
10128412,3
579374119,3
17075246,3
2802093104,0
1700564018,0
2653719618,3
729698574171279360,3
60320950,1
19434568,0
397053001,3
431393868,0
83135565,3
1670810706,0
268733524,1
1186491577,3
820370308456550401,3
1013353562,3
461933664,3
2664656059,3
516197476,3
920161381,2
292326506,3
2486507367,3
785483318020153344,3
1037077621,3
558154260,3
119966849,3
130641090,0
85363862,3
201886871,3
812523773249421312,3
18947581,3
360877212,0
4767386784,3
2780990625,1
128879778,1
1363853851,3
789586267553935360,3
38694088,1
717468625746206720,3
5409972,1
2167704758,3
2550470516,3
82218170,2
17468606,3
78941375,3
80907458,3
3187707079,3
3296496840,3
820097310071934980,3
700094998939836418,3
3187051730,3
163613907,3
291540181,2
2414906586,3
48008414,3
77316645,1
746684291250151424,3
1470270692,0
408063209,2
3309210862,2
66809043,3
34114806,0
784378433908465664,3
433360123,0
71356744,0
56528129,3
2162724100,0
450268421,1
1430686982,3
1242991880,0
266431703,3
335449356,3
748656624395444225,3
549358866,3
464831022,3
1641188636,3
231902500,0
267816235,3
802602985930928128,3
19828014,3
721388491406516224,3
4202204472,3
3226719735,3
2278985018,3
2163248447,2
35294528,0
761876249211842561,1
14060869,3
326405450,3
3374442074,3
620457187,0
351178071,3
818674358184972288,3
1917095262,3
2252115296,3
2177090107,3
157584741,3
838503782,3
860261738,0
2790165875,0
198741367,2
253267321,3
872582526,3
713545292172242944,3
18517380,0
2457243014,3
816725613620985858,3
346197384,3
25726347,3
20221325,1
2650049938,3
40485444,0
2327080175,3
333627973,0
316181920,3
90869162,3
2893450671,3
48401843,3
307400117,3
701454402771615745,3
181439929,3
776506812,3
2399833536,3
3257407392,3
2982710723,3
1242205638,0
181890295,3
2230488524,3
239635917,3
918064591,1
73436630,2
38571484,3
1880133085,3
805646428274098176,3
31493602,1
2583072227,3
18910693,1
1624018406,1
49188328,3
4729638381,3
726268820952850432,3
40223315,1
113151477,2
141987328,3
50236930,1
738816578800648192,3
4859137547,3
808269671430582272,3
18517531,3
1177718304,0
4892954145,3
24153634,1
1424526883,3
477960113,2
135433776,0
550530313,0
733460223629762560,3
796298826,3
2940898891,3
37260879,1
235310676,0
2881785430,1
525504087,0
772542452704112640,3
3153890908,3
2440990303,3
2768618086,3
4797927014,0
1365675630,3
75140720,0
820132645367644161,3
4115041912,3
1414565498,0
853184126,3
180915839,3
263884418,3
3293220484,3
2686881417,3
3314978446,3
299929232,2
273968409,3
1573555873,3
64917162,0
58529735,3
61506036,3
14978734,0
327061172,3
14576926,3
359698103,2
2477166266,3
3489697468,3
219188925,3
77369025,0
558796482,3
16892534,2
706403627326246913,0
2741800650,3
245141199,0
939953875,0
19697364,1
819037933810413569,3
36212441,3
2755694301,0
41324259,3
3189542629,3
1970179819,3
721834845727367168,3
75756197,1
66096888,2
3138293498,0
253398780,1
605851389,1
110137086,3
715609479811833856,3
442854699,3
4288319236,0
2256834318,3
880840466,3
289967891,1
2362740500,3
88641305,3
1735167780,0
2198376232,3
816140145837490176,3
937594682,3
23031094,2
271605319,3
294293323,3
2316376034,3
1472106319,3
54300496,3
3234893649,3
974425946,3
705541903111069697,3
954371936,2
82612067,0
461803364,2
2473203686,0
828018534,3
18386792,3
257331049,0
856723315,2
797073650541326337,3
153915255,1
2289733496,3
47353721,3
819126047325253632,3
24809343,3
124817290,3
2273480588,0
280661905,0
581900270,3
820641874096652289,3
1620217760,2
561811361,3
2549125026,3
620531622,0
798123661697892352,3
2727251888,3
22450097,3
1689685946,3
816091068,1
747562776223178752,3
112138230,0
1587506508,3
1969524691,3
2165739476,0
24022998,3
771518543128956928,3
2203881433,3
2423164890,3
33066971,1
808646821690085376,3
4653354973,3
306745314,3
740300864502435840,3
790955199703711744,3
57577452,3
509644782,1
130846703,3
198873074,0
1696894963,2
216043508,1
246452217,3
37785595,1
1412075516,3
124030974,1
253783381,0
755858281256488960,3
778471676635811841,3
704482721758744578,3
723608486593073155,1
759390438843256836,1
792400357108256773,3
725628775434719238,3
4737122988,3
2694090768,3
809655131323199489,3
434409500,3
240816158,3
376510469,2
109482020,3
408208049,1
194809896,3
42111019,3
26504541,3
3931934774,0
178556986,3
2769588286,3
156025525,3
248999264,0
36474947,2
3393622085,3
524980294,3
2958856263,3
985174100,3
21401687,1
359174235,0
821049781556563969,3
131764319,0
820717123618148352,3
2553450600,3
623415401,0
2313820178,3
793554883752423424,3
367693942,3
3029504119,3
39489659,3
389058684,3
526815358,3
2812448899,3
307269764,3
711919143302336512,2
2833433282,3
716104643118432256,0
72257694,0
818665848982249476,3
810421931551887361,3
34115753,0
2398732999,3
1216691,0
269390004,3
926060725,3
2980614334,0
816623724535353346,3
325074587,2
711233736,3
719026073527169024,0
338596045,1
19304654,1
1654165712,3
1642797091,2
223908057,2
817470784016879619,3
3045101794,3
19042531,2
33853671,0
18125035,3
783716588,0
601919729,3
545689845,3
820811592363347969,3
755590499206041604,3
482053773,0
3313921,0
907186434,2
3804270853,3
346329363,3
467964182,3
147886359,3
1876594968,3
313299225,3
204378394,0
711218683444596741,3
777682319863910400,3
245141794,0
2806288683,3
86544695,3
818531387607224326,3
49844539,3
44339519,2
4209021254,3
3278803272,3
729710764982972416,3
273837453,1
22188369,3
23818426,3
2650444122,3
567578976,3
765565472905408513,3
2987037027,0
2283966823,1
1898846268,0
291017066,3
2298122606,3
202150257,3
2657653108,3
796720429452890120,3
62178025,0
53383544,3
3576992121,3
33198461,0
993956222,3
17722773,3
42111364,2
2908262789,3
14233941,2
51286407,1
4098658697,3
2226351511,3
802667088959705090,3
57446800,3
31625620,3
50631061,3
72651158,3
4885352861,3
3237253542,3
3868234153,1
3340669355,1
3182989743,3
758877994022637572,3
810007066127388672,3
2749403574,3
34116023,2
35688888,3
2401931719,3
24023496,3
3208024522,2
756453836,3
140415438,3
3033698771,3
4705709477,3
404132324,3
481989093,3
54825449,3
472420843,3
774672882,1
890802684,3
340038142,3
792085049235701760,3
622925910,3
346853895,3
235761068,3
29790734,3
1700359597,0
341742098,3
119443989,1
611750422,3
783423577,3
728067380312739840,3
18780703,3
96375333,1
276206120,0
16552490,3
752559428952465408,3
731575044279783424,3
82350646,2
457347639,0
499159618,3
2776535622,3
221942344,3
730155886308511745,3
3910439499,3
216830541,3
231510606,3
42111568,1
575443537,3
155095635,2
2457113173,3
161649239,1
416715352,3
814544478467919872,3
847024736,3
241734244,0
454201957,0
72389222,0
136745575,3
73568872,0
26382956,1
771214549827465217,3
793453485123575808,3
294294136,0
24941187,3
259428998,0
280662664,3
1722978956,0
135565968,3
1888129681,0
64656018,3
808304244159905793,3
994087574,3
132713218,1
3290206875,3
1468043936,3
2932249251,3
16945829,3
27300518,3
2354090664,3
727580920300064768,3
129012412,3
27955904,1
308187842,0
372622113,1
740392750516948993,3
29453773,1
433754835,3
406491863,3
249860827,3
192572616,0
3078001373,3
15970799,0
335057633,3
232559332,2
745006896160120832,3
3037578023,3
779216631184580609,3
327455475,1
43815668,3
970463358,3
784785914224517121,3
632066818,3
419730179,0
769237367030882304,3
2320143110,0
23599233,3
32674574,3
2275840784,3
17339157,3
980587292,0
69112609,3
33198887,1
280138536,1
594898396,3
791389771742543874,3
2238485294,3
174363444,1
3296891708,3
1166971712,3
2239927105,0
2737738563,3
556962628,0
3367813942,3
14455623,3
291410765,3
803277751033729029,3
364548954,2
824157,2
443847518,1
142940304,0
215257956,3
275301180,0
740463469,3
228365174,3
239113081,1
728674974584741889,3
493392766,0
139248448,3
27956098,2
62428036,3
28611467,3
364417940,0
50551132,3
2921501596,3
55743392,0
182490018,3
1734775717,3
155358124,3
2998834094,3
625513391,3
2227344308,3
1181084095,3
42782287,2
407778390,3
260477885,3
262181826,3
246530891,0
122459083,3
3561264077,3
720643703992401920,3
2465108946,2
1489802196,3
2390135767,3
465998810,3
572965711,1
1323340764,3
2335053989,3
70423521,1
57437691,1
3165426663,3
2940376041,3
307794923,3
86545393,3
2701825014,0
101487608,3
44471290,3
58923178,0
821071120971472896,3
2935919619,3
49446912,3
3228493660,3
705131607364149250,3
349606932,0
468751390,0
285905952,2
3256128546,3
276861987,2
363468977,3
84710441,0
1366332458,1
24155184,3
334271537,0
776115254,3
745582981931098112,3
212374588,0
792566769756012544,3
514888778,1
1324913742,2
18125909,2
2479789145,3
286430300,3
703735276338855937,0
73569384,3
2515178601,3
91788402,1
769168501,0
250647673,3
3317601402,1
3232011392,3
128881796,3
4819719201,3
749795320754794496,3
2354091146,3
814257295,3
132813968,3
707882520,3
1287296148,3
56267926,2
1499501719,3
749769882,3
2438819354,3
23106722,1
139713926,3
4425421992,3
3295057068,3
424318126,1
12358832,3
799052978,3
465999028,3
847549621,3
791017430218858496,3
278959290,3
46306492,2
744658111,0
773630467966918656,3
2259457218,3
50107591,3
724651095755087873,3
15635663,3
3360724187,3
2856883422,3
22844639,2
36738273,3
1702270178,0
708865969284902913,3
913609957,3
3366590673,3
150115561,3
750156861584781312,3
1455199470,3
2212926706,1
142906611,3
3093206261,3
614634742,2
477926650,2
1898353916,0
165451009,1
498373891,3
2903545094,3
806551339027333120,3
3129382157,3
1586009358,2
128357659,1
463377692,0
935761182,3
788316147623919616,3
3073807656,3
719921952530391041,0
247077085,0
221812027,0
16160067,3
3431896392,3
452629833,0
4440757581,3
288265550,3
1055692118,1
47355227,1
805741341992947712,3
334402917,2
486184298,3
22451566,0
58234223,3
35165557,2
1370002808,3
496276859,1
46830973,3
165188993,2
380278147,3
3156120964,0
158433361,3
1205638538,0
8426892,1
70817166,3
108172688,0
2857670039,3
2881263002,3
162436508,1
51418525,3
778146608416493568,3
708500716944490496,3
1539216805,0
3213268390,3
436245927,0
201364905,0
91526571,3
1337890220,3
471373239,3
18519484,3
2926482881,3
2485163459,3
37262801,3
46256463,3
2730268123,3
322344421,3
820986208625000448,3
2720568815,3
786883348723539968,3
1231590912,3
574789122,3
17995267,3
865113606,1
18650632,3
27029079,3
408983052,0
39360016,3
2557515282,3
27825686,3
38442527,3
930387494,3
3406206507,3
2479658542,3
1267504688,0
119838257,2
628921909,0
792892982,1
561288764,1
428512830,3
4017788480,3
465606210,1
3256522313,3
18912842,3
40015441,0
739703074663616512,3
2312148566,2
444110437,3
3936786027,3
2932512364,0
2548340334,3
69375616,3
23162615,3
354064008,3
1674090122,2
169907851,0
180524687,3
85497489,3
1606063765,1
71210649,3
475698850,3
2611779236,3
2265618085,2
47093419,2
2977525362,0
595925277,0
468620980,3
478713526,3
24286903,2
46044856,3
808563546090926080,3
32806591,3
795554470247530496,3
285590476,0
30185168,3
1713280722,3
933140186,3
2773915357,3
83400424,2
807324616402305024,3
612931307,1
900372210,0
215783156,0
613455609,3
3244857083,1
39240661,0
1412339456,3
2232456961,3
1363220779,3
2874054407,3
864065288,3
1922733836,3
238327566,3
352229144,3
1881970458,1
25466651,1
2639566622,1
251172650,3
79599406,3
1202362160,3
46143795,3
2647037754,0
296523579,3
1319147330,0
1061187211,0
165058373,3
3066074950,3
85759820,3
1147967310,3
98867025,3
102012760,2
358651737,3
562206555,1
79861602,3
1412077411,3
1007720294,3
2442172264,3
572430186,3
815920006877757440,3
2276497266,3
318412664,0
143824766,0
3335296895,0
18782080,0
905090960,0
25466777,1
492607392,0
707069777248784384,3
929994661,3
426153895,1
290625454,0
4910116509,3
162437041,1
140285875,3
3855259573,0
190355384,2
1172608957,3
4593883468,3
2284099536,0
95121059,1
51681238,0
4055668695,3
1440126938,3
773100695310438400,3
3146684388,3
13408232,0
750824750574739456,3
139237373,3
77764608,3
234526723,3
349214728,3
768944669589803008,3
240962097,3
55351320,1
207132704,3
3304757282,0
820906262716092416,3
59283494,3
218404906,0
3012368733,1
2777716784,3
263100470,3
4645754936,3
710195576063660033,3
1188730940,2
168597566,3
343840834,0
465082439,3
800826202894241793,3
206346318,0
1282054224,3
262827704,3
768514130,0
370186324,3
3215628390,3
4872509543,3
2661849196,1
4281112693,3
3313375593,3
736426164235997184,0
2813106313,3
2807732367,3
60201115,3
818704069,3
27302049,3
818938599534170113,3
2456732700,3
63215790,0
23118877,3
1226217648,3
16423091,3
3130431669,3
22059190,3
3063584952,3
770207688143802369,3
1966250172,3
1681944266,3
745922538484731906,3
1970051268,3
350394565,3
2288687303,3
4629294797,3
66754768,3
444242129,3
727403947032502272,3
434411738,2
30709979,3
4302346461,3
819253072207745027,3
174157520,0
314087669,3
745275906038468608,3
321427706,3
46045435,1
179160106,0
807674123262562308,3
97687809,3
44734722,3
268081418,3
14850319,3
222206225,3
19044628,3
47094039,3
2540476697,3
805906375146672133,3
140566497,3
2912852263,3
945843932,3
4713781547,2
366778671,0
567449908,1
91527481,3
803351584503697414,3
3226114371,3
765438894967881728,3
55089477,0
715205302195503104,3
26384717,3
180394318,3
820568087002902528,3
754319157039099904,3
49453399,3
590256472,1
3908376975,3
1263835495,3
920033456,3
775857575837392897,3
4757690740,3
8608142,3
4901345663,0
3348011393,3
1200134538,3
458627479,3
2791821,3
182884753,2
3147209107,3
135567776,0
21404068,3
2518456741,3
586717606,3
552245674,3
431266223,3
16161202,3
2163065929,3
3662715320,3
815069577872834560,3
281844160,0
333879745,3
471369502,3
289970633,3
93100491,2
147888591,3
3346438612,3
735765551004286977,3
214342104,3
316578266,2
604674523,3
214473180,3
95142992,3
2993199590,3
56531432,3
179214827,3
375822828,3
2527500781,0
425105903,1
758297547244916736,3
4476148212,3
59283961,0
937728506,3
3063716355,3
4418607623,3
7560662,3
59535106,3
105683473,3
89561618,2
21010966,3
2828966424,3
103051012,3
40147486,3
784787662024519680,3
23501350,3
783345557091655680,3
273979951,0
51157552,2
1180998193,3
3159661108,3
38574648,3
97240159,3
746550773455020032,3
543070791,0
110008908,3
267295312,0
268606033,3
631020115,0
766468780486721537,3
4469201495,3
757822256374353920,3
94411354,1
335934078,0
333617759,3
1880922720,3
20748900,3
165452390,1
477141607,3
3070663272,3
298643617,3
70556266,0
130194029,3
15997373,0
89561713,0
15506034,0
796647198675128320,3
2674006463,3
38705789,1
744106896290885632,3
1104452234,3
2853477004,3
2839583391,3
1926273698,3
756584359281434624,3
162437804,2
608475827,3
15506100,3
43162302,2
531012291,0
492477142,3
3217726167,3
707331010996867072,3
389006458,3
2203491043,0
2746391270,0
818872287772442624,3
14588656,0
3183254259,1
1424530165,3
1455463159,3
2908396280,3
3731659515,3
392207105,3
303864580,1
1074436872,1
820207815558123521,3
401513227,2
68590350,1
2733284113,0
21666579,3
2735381269,3
520657686,1
1217043228,0
1700207066,3
2350553886,3
3007879967,1
21666594,3
2399050531,3
18258728,3
979933993,1
1025011506,3
131373873,3
1225825076,3
1326226236,1
819193678237409281,3
1279040322,0
770331817828155392,3
21458742,0
3344866119,0
4183540876,3
1630706509,3
3065682771,3
3388119892,1
12753752,1
751791868476846080,3
3333856092,3
2864094047,3
36477795,3
732601190,3
229677927,0
122723177,1
3558349287,3
376085360,3
781622131,3
2449775478,3
621583227,1
485923710,0
381590401,3
107780994,3
2484247428,0
43293574,3
1892195215,0
86416273,3
799652769275793410,3
41458594,3
367172518,3
94673834,2
70687661,0
773635994549641217,3
3065813939,3
324049852,3
2917571518,3
732623265328304128,0
114072517,3
272538568,0
359690061,2
2565774290,3
9870292,3
445946838,3
508468185,2
14851043,3
101882854,0
2453838823,3
4795833321,3
885824492,3
793795067815325697,3
17341427,0
231906295,3
398105596,3
3196361725,3
464919040,3
719910580698628096,3
3100548100,1
15113222,3
52861960,3
374119438,3
4252408847,3
819635029990981632,3
220765205,1
801936546194685956,3
797023384739713024,3
3927350303,3
2928057379,3
248552484,3
84526257,3
729717811,3
55483444,0
2249366583,3
14326840,0
4831747133,0
148358325,1
49585216,3
1377213505,2
764451906,0
3946355779,3
2846530637,3
168598607,3
199924825,3
3537542238,0
517774433,1
2589891691,3
780914233181478912,3
173841523,0
776606079048310784,3
750283511114797056,3
39361661,3
357735552,3
735222914,3
78945414,2
2962005130,3
60857485,3
1173658766,0
109747349,1
62692502,3
803906751691112448,3
2525273244,3
477142178,3
2210438313,3
772912337065881600,3
1444977836,3
3837041840,3
150772913,2
812392803925753857,3
19069605,3
15768761,2
24288442,2
16555200,0
1099734212,3
1927322827,3
131056845,1
329686225,3
38706386,0
35953875,3
33594584,3
434805977,3
2208079066,0
1920376027,3
80129565,3
20094175,3
1555078368,3
18390242,2
3080286075,3
82615530,2
47488239,0
24681712,3
15899891,3
766017103916916736,0
161520889,3
20225284,3
2880609541,3
802224506530054145,0
424451340,3
704814349,0
2965095640,0
3682770198,3
738657337674633216,3
2589629724,3
410688798,3
799900028735107072,3
576232741,3
1405394214,1
744258171477307392,3
16424248,3
760388929,3
134126917,3
2596183369,3
141335885,3
2177146191,3
338206032,1
30317907,0
498376037,3
3227688294,0
2380832109,1
30055794,3
406363508,0
760029151352885248,3
65576320,3
1179950468,0
15375750,3
9477512,0
2393152909,3
2904726927,3
1120837008,3
1138662805,3
820967219823841280,3
1367776676,3
404790694,3
766488279529259008,3
1107205554,3
632241389,3
1528852382,0
22715835,3
755837295513722880,3
3066980305,3
819671445307392000,3
292122529,1
25206219,0
186424792,3
470457817,3
18914781,3
805797321216819200,3
3277102560,0
704113462683820032,0
50765284,0
581869029,3
549756391,0
17079793,3
2284756466,3
708114112320962561,3
828022266,3
3167526397,3
2405227376,0
343055874,2
464166403,3
2753601034,3
415669773,3
304127502,0
4421492243,0
3233193493,3
55090714,1
298098204,3
49551962,1
812957955553431552,3
375299615,3
2413862437,3
243047977,3
122592811,3
37340424,2
714936367764127744,3
3063324220,3
1186897472,0
23796320,3
548355314,0
2961294606,3
49192541,3
3401227875,2
214212196,3
45522546,0
1328062068,0
4905410170,3
35430012,0
76062333,3
2914033283,3
62561929,3
19392915,3
1434623629,3
2387648143,0
1262526096,3
443063954,3
811687949863632896,3
100441757,3
754829691408814080,3
1163566759,3
1493474984,3
3718684332,3
750742488,3
2148538996,3
2163252930,0
60989135,3
171220688,0
81436372,3
2983239381,0
1607245526,3
123117272,3
65707740,3
23109344,3
236363492,3
388538088,3
631545577,3
441491178,3
209231595,3
105684716,3
345677552,3
434937585,3
85761780,3
14774228,0
4714831610,3
570859259,1
590126844,0
132685567,1
35561220,3
383033094,3
29138695,3
43425545,0
62037775,2
473472787,2
378576662,0
494575383,3
805084952,3
1323736860,0
94150429,3
528916256,3
1228107739,3
744626822,0
37602609,3
2851512105,0
819806118666846208,3
945987391,3
3799686982,0
135438151,3
2493554510,3
125083475,0
3248004948,0
57188192,0
17604456,1
804832854018523136,3
367435626,3
2838536050,3
129933176,3
810537088097677312,3
3164303338,3
2307432318,0
107519872,0
3590627201,3
524984195,3
744223253565079552,3
256417672,3
1194631052,3
163749775,2
452632465,1
39755667,2
233742228,2
5676952,1
299540385,3
1228971942,2
796716665178308608,3
3713179572,0
288137141,1
2752421816,3
549625786,3
406757307,3
3104087996,0
4352942013,3
968794046,3
23381323,3
81960919,1
42639323,0
80125916,3
289447903,0
725097854012821504,3
27041773,3
30973938,0
794364491219636224,3
20226036,3
585461758,0
91135990,0
4190674935,0
334274552,3
3304375636,0
60989438,3
156540927,2
800085797365915648,3
812826927014637568,3
819786098272411650,3
743910653400752131,3
815235569429028868,3
85237765,0
797997242908934144,3
808027656507846657,3
622632971,2
800878938289369090,3
3282345998,0
4609450000,0
810912412119363587,3
3699023895,3
811531725981577220,3
1952358426,0
451452955,1
3832717341,3
816615579062857733,3
3999047714,0
812629035238817793,3
100407985,3
980328493,3
773890094,3
4873429040,3
165453873,1
4857438269,3
3007584949,3
762486848,3
295739457,1
797098716465201154,3
818504092733554689,3
2749145164,3
866689105,3
504930389,0
812314852924489729,3
19963995,3
742743988269092864,0
322609246,0
842965087,3
806985125737205760,3
379503974,3
35221521,3
370843752,3
20095081,3
750297194,3
781908834897895424,3
161652847,1
20488308,1
126491326,0
69378169,3
785231500019105792,3
308191356,1
780735562101555204,3
1371316352,0
16390848,0
229885291,3
803827734,3
87466119,0
984925548,3
844382208,3
32022683,3
1136566428,2
3228344477,3
34250910,3
307142816,0
30056611,1
817123040475705346,3
22061225,0
408068270,0
2206376114,3
565747894,3
1252303032,0
111190202,2
777999138864496640,3
191144133,3
2328928454,3
197828807,3
807822513942081536,3
546349265,3
65970389,2
2945491161,3
303079643,3
817341749853032448,3
256680159,3
22585569,3
172007655,2
2564071656,3
2295505131,3
1579458798,0
2948505843,3
21405943,3
549232889,3
1396622719,3
768616131007438848,3
167516886,3
531931398,3
1036034316,3
18653454,3
711893276,1
243975557,2
188522784,2
3894583587,1
138977572,0
112763173,3
3119685926,3
174760231,3
700621104,0
788621969453412352,3
134259008,1
2893979970,3
60465482,0
43950412,3
26832952,3
820553685491154945,3
809778270048833537,3
750891761921392641,3
3308560736,1
749986671031005185,3
4093014076,0
51159402,0
3315376491,3
179216752,3
930574398,3
108044662,3
787654255117303808,3
807222890911272960,3
315662719,3
2810225024,3
134128002,3
5415302,3
704684432,3
2809831827,3
383426966,1
195469719,0
38445467,1
2575344033,3
2463801764,0
297443753,2
376480172,0
815599849735213056,3
804540417857519616,3
590651831,0
915186104,1
3065946556,3
3225067966,3
790594554311376896,3
783484565893570560,3
